Type,Country Code,Series Code,Time Code,Description
FootNote,São Tomé and Principe (STP),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"MICS 2006, Reanalyzed by UNICEF HQ, April 2007."
FootNote,São Tomé and Principe (STP),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"Source: DHS 2008-2009, Table  8.6, p.127"
FootNote,Suriname (SUR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),Pan American Health Organization. Report from Ministry of Health provided to the Health Analysis and Statistics Unit (HA) by PAHO/WHO Country Representative (PWR). 2007
FootNote,Suriname (SUR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"Source: MICS 2006, Table RH.5"
FootNote,Suriname (SUR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),Source: MICS 2010
FootNote,Slovak Republic (SVK),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"TransMONEE database 2010, Table 6.1"
FootNote,Slovak Republic (SVK),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"TransMONEE database 2010, Table 6.1"
FootNote,Slovak Republic (SVK),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"TransMONEE database 2010, Table 6.1"
FootNote,Slovak Republic (SVK),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"TransMONEE database 2010, Table 6.1"
FootNote,Slovak Republic (SVK),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"Source: TransMONEE database 2010, Table 6.1"
FootNote,Slovak Republic (SVK),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"TransMONEE database 2011, Table 6.1"
FootNote,Slovak Republic (SVK),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: TransMONEE database 2012, Table 6.1"
FootNote,Slovenia (SVN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"TransMONEE database 2010, Table 6.1"
FootNote,Slovenia (SVN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"TransMONEE database 2010, Table 6.1"
FootNote,Slovenia (SVN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"TransMONEE database 2010, Table 6.1"
FootNote,Slovenia (SVN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"TransMONEE database 2010, Table 6.1"
FootNote,Slovenia (SVN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"TransMONEE database 2010, Table 6.1"
FootNote,Slovenia (SVN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"Source: TransMONEE database 2010, Table 6.1"
FootNote,Slovenia (SVN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"TransMONEE database 2011, Table 6.1"
FootNote,Slovenia (SVN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: TransMONEE database 2012, Table 6.1"
FootNote,Swaziland (SWZ),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"DHS 2006. Final report, Table 9.6 P122."
FootNote,Swaziland (SWZ),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"DHS 2006-2007, Final report, Table 9.6, p. 120"
FootNote,Swaziland (SWZ),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: MICS 2010, Page 120, Table RH9"
FootNote,Seychelles (SYC),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2012 (YR2012),Extrapolated assuming the same as previous year.
FootNote,Syrian Arab Republic (SYR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),Making pregnancy safer statistics in the Eastern Mediterranean Region 2005. WHO regional office for the Eastern Mediterranian
FootNote,Syrian Arab Republic (SYR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"MICS 2006, Table RH.5"
FootNote,Syrian Arab Republic (SYR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),Source: PAPFAM - Syrian Household Health Survey 2010
FootNote,Turks and Caicos Islands (TCA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"Health Situation in the Americas, Basic Indicators 2006, PAHO/WHO"
FootNote,Turks and Caicos Islands (TCA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),TransMONEE database 2007 Preliminary data
FootNote,Turks and Caicos Islands (TCA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"Health Situation in the Americas, Basic Indicators 2007, PAHO/WHO"
FootNote,Chad (TCD),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"DHS 2004, Final report, Table 9.8, p. 138"
FootNote,Chad (TCD),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: MICS (Prelim) 2010, MICS 2010, reanalyzed by NYHQ (UNICEF) July 13, 2011"
FootNote,Togo (TGO),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"Analyse de la Situation en Santé de la Reproduction 2003, Fascicule 2, Table 11.6, p. 49 and Table 11.5, p. 47. "
FootNote,Togo (TGO),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"MICS 2006, Final report, Table RH.5"
FootNote,Togo (TGO),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: MICS 2010, RH.8"
FootNote,Thailand (THA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"MICS 2005-2006, Final report, Table 34"
FootNote,Thailand (THA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),Source: Reproductive Health 2009
FootNote,Tajikistan (TJK),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"MICS 2005, Final report, Table RH.5"
FootNote,Tajikistan (TJK),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"Tajikistan Living Standards Measurement Survey-TLSS 2007 , Table 10.2"
FootNote,Tajikistan (TJK),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"TransMONEE database 2011, Table 6.1"
FootNote,Tajikistan (TJK),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: TransMONEE database 2010, 2.A.2"
FootNote,Tajikistan (TJK),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2012 (YR2012),Source: DHS (Prelim) 2012
FootNote,Turkmenistan (TKM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"TransMONEE database 2010, Table 6.1"
FootNote,Turkmenistan (TKM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"TransMONEE database 2010, Table 6.1"
FootNote,Turkmenistan (TKM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"TransMONEE database 2010, Table 6.1"
FootNote,Turkmenistan (TKM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"Source: MICS 2006, Reanalyzed by UNICEF HQ, April 2007."
FootNote,Timor-Leste (TMP),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"DHS 2003, Final report (national report), Table 10.8, p. 152 "
FootNote,Timor-Leste (TMP),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: DHS 2009-2010, Final report, Table 10.7, p.121"
FootNote,Timor-Leste (TMP),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2004 (YR2004),Interpolated data.
FootNote,Timor-Leste (TMP),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2005 (YR2005),Interpolated data.
FootNote,Timor-Leste (TMP),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2006 (YR2006),Interpolated data.
FootNote,Timor-Leste (TMP),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2007 (YR2007),Data are from DHS 2009.
FootNote,Timor-Leste (TMP),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2008 (YR2008),Data are from DHS 2009.
FootNote,Timor-Leste (TMP),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2009 (YR2009),Data are from DHS 2009.
FootNote,Timor-Leste (TMP),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2010 (YR2010),Extrapolated assuming the same trend as UN WPP12.
FootNote,Timor-Leste (TMP),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2011 (YR2011),Extrapolated assuming the same trend as UN WPP12.
FootNote,Timor-Leste (TMP),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2012 (YR2012),Extrapolated assuming the same trend as UN WPP12.
FootNote,Tonga (TON),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),Statistic tables 2006. WHO regional office for the western pacific.. institutinal birth
FootNote,Tonga (TON),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),A measure of the future. Women's Sexual and Reproductive Risk Index for the Pacific 2009
FootNote,Tonga (TON),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: WHO Western Pacific Country Health Information Profile 2011, 436"
FootNote,Trinidad and Tobago (TTO),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),Pan American Health Organization. Report from Ministry of Health provided to the Health Analysis and Statistics Unit (HA) by PAHO/WHO Country Representative (PWR). 2007
FootNote,Trinidad and Tobago (TTO),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),Pan American Health Organization. Report from Ministry of Health provided by the PAHO/WHO Country Representative to the Health Information and Statistics Unit (HA) of PAHO. 2008
FootNote,Trinidad and Tobago (TTO),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"Source: MICS 2006, Final report, Table RH.5"
FootNote,Tunisia (TUN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"Source: MICS 2006, Final report, P.38"
FootNote,Tunisia (TUN),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2012 (YR2012),Source: MICS 4 2011-2012(Reanalyzed)
FootNote,Tunisia (TUN),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2012 (YR2012),Extrapolated assuming linear trend.
FootNote,Turkey (TUR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"DHS 2003, Final report (national report), Table 10.5, p. 127 "
FootNote,Turkey (TUR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),Country data. TURKSTAT (Turkish National Statistics Office)
FootNote,Turkey (TUR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"Source: DHS 2008, Table 10.5 pg. 151"
FootNote,Turkey (TUR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),Country data. TURKSTAT (Turkish National Statistics Office)
FootNote,Tuvalu (TUV),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"Source: DHS 2007, Final report, Table 9.6"
FootNote,Tanzania (TZA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"DHS 2004-2005, Final report, Table.9.6, p 142"
FootNote,Tanzania (TZA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: DHS 2010, Table 9.6, p.137"
FootNote,Uganda (UGA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"DHS 2006, Final report, Table 10.8, p. 128"
FootNote,Uganda (UGA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2011 (YR2011),"Source: DHS 2011, Page 113/ Tab 9.7"
FootNote,Ukraine (UKR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"TransMONEE database 2010, Table 6.1"
FootNote,Ukraine (UKR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"TransMONEE database 2010, Table 6.1"
FootNote,Ukraine (UKR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"MICS 2005,  Table RH.5"
FootNote,Ukraine (UKR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"TransMONEE database 2010, Table 6.1"
FootNote,Ukraine (UKR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"Source: DHS 2007, Final report, Table 10.5, p.92"
FootNote,Ukraine (UKR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: TransMONEE database 2012, Table 6.1"
FootNote,Upper middle income (UMC),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),Aggregation based on most recent available country-level data (2007-).
FootNote,Uruguay (URY),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),Health situation in the americas. Basic  indicators 2006. PAHO
FootNote,Uruguay (URY),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),Source: INE 2011
FootNote,United States (USA),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),Health situation in the americas. Basic  indicators 2006. PAHO
FootNote,Uzbekistan (UZB),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"Source: MICS 2006, Final report, Table 33"
FootNote,Uzbekistan (UZB),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2010 (YR2010),Extrapolated assuming the same rate of change as the total fertility rate in UN WPP2010.
FootNote,Uzbekistan (UZB),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2011 (YR2011),Extrapolated assuming the same as previous year.
FootNote,Uzbekistan (UZB),"Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)",2012 (YR2012),Extrapolated assuming the same as previous year.
FootNote,St. Vincent and the Grenadines (VCT),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),"Health Situation in the Americas, Basic Indicators 2007, PAHO/WHO"
FootNote,St. Vincent and the Grenadines (VCT),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"Health Situation in the Americas, Basic Indicators 2008, PAHO/WHO "
FootNote,St. Vincent and the Grenadines (VCT),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2008 (YR2008),"Source: Health Situation in the America, Basic Indicators 2009, PAHO/WHO"
FootNote,"Venezuela, RB (VEN)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),Source: Analisis de la situacion de la ninez y la mujer en Venezuela 2005. pg.57.
FootNote,Virgin Islands (U.S.) (VIR),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),Health situation in the americas. Basic  indicators 2006. PAHO
FootNote,Vietnam (VNM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"MICS 2006, Final report, Table RH.4"
FootNote,Vietnam (VNM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2011 (YR2011),"Source: MICS 2010-2011, RH.9"
FootNote,Vanuatu (VUT),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"Pacific Islands Regional Millennium Development Goals Report 2004, Table A.5 Goal 5, MDGI 17."
FootNote,Vanuatu (VUT),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"Source: MICS 2007, Final report, Table RH.5, p. 85"
FootNote,West Bank and Gaza (WBG),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),"DHS 2004 (national report), Main Findings, p 132"
FootNote,West Bank and Gaza (WBG),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2005 (YR2005),Health Indicators 2005. State of Palestine.
FootNote,West Bank and Gaza (WBG),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"Palestinian FHS 2006, Table 46-47"
FootNote,West Bank and Gaza (WBG),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),Source: Palestinian Family Survey/MICS4 (Prelim) 2010
FootNote,World (WLD),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),Aggregation based on most recent available country-level data (2007-).
FootNote,Samoa (WSM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2004 (YR2004),Statistic tables 2006. WHO regional office for the western pacific.
FootNote,Samoa (WSM),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"Source: DHS 2009, Final report, Table 9.6, p.117"
FootNote,"Yemen, Rep. (YEM)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"Family Health Survey 2003, Table 9.8, p. 103 "
FootNote,"Yemen, Rep. (YEM)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"Source: Multiple Indicator Cluster Survey 2006 , p.94 / Table RH.5"
FootNote,South Africa (ZAF),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2003 (YR2003),"Source: DHS 2003, Final report, Table 7.6, p. 126"
FootNote,"Congo, Dem. Rep. (ZAR)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"DHS 2007, Final report, Table 8.6, p.114"
FootNote,"Congo, Dem. Rep. (ZAR)",Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2010 (YR2010),"Source: MICS 2010, page 131, table RH.9"
FootNote,Zambia (ZMB),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2007 (YR2007),"Source: DHS 2007, Final report, Table 9.6, p.132"
FootNote,Zimbabwe (ZWE),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2006 (YR2006),"DHS 2005-2006, Final report, Table 9.6, p. 128"
FootNote,Zimbabwe (ZWE),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2009 (YR2009),"MIMS 2009, Table A8.8, P.259  "
FootNote,Zimbabwe (ZWE),Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS),2011 (YR2011),"Source: DHS 2010-2011, 115/Table 9.6"
