"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","DATASOURCE (CODE)","DATASOURCE (DISPLAY)","DATASOURCE (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","WEALTHQUINTILE (CODE)","WEALTHQUINTILE (DISPLAY)","WEALTHQUINTILE (URL)","Display Value","Numeric","Low","High","Comments"
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2006","2006","","AFR","Africa","","NAM","Namibia","","WQ3","Q3","","9.9","9.89046","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2008","2008","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","WQ2","Q2","","9.9","9.89616","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2005","2005","","AFR","Africa","","ZWE","Zimbabwe","","WQ5","Q5 (Richest)","","9.9","9.89733","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2000","2000","","EMR","Eastern Mediterranean","","EGY","Egypt","","WQ3","Q3","","9.9","9.93061","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2001","2001","","AMR","Americas","","NIC","Nicaragua","","WQ2","Q2","","10.0","9.95372","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1997","1997","","EMR","Eastern Mediterranean","","JOR","Jordan","","WQ2","Q2","","10.1","10.12807","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2006","2006","","AFR","Africa","","BEN","Benin","","WQ5","Q5 (Richest)","","10.2","10.22400","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2010","2010","","EUR","Europe","","ARM","Armenia","","WQ2","Q2","","10.2","10.22470","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2012","2012","","AFR","Africa","","GAB","Gabon","","WQ3","Q3","","10.2","10.23669","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2005","2005","","EUR","Europe","","ARM","Armenia","","WQ3","Q3","","10.3","10.30215","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2008","2008","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","WQ2","Q2","","10.4","10.41261","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1997","1997","","EMR","Eastern Mediterranean","","JOR","Jordan","","WQ3","Q3","","10.5","10.46354","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1999","1999","","AFR","Africa","","ZWE","Zimbabwe","","WQ5","Q5 (Richest)","","10.5","10.47328","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","KHM","Cambodia","","WQ5","Q5 (Richest)","","10.5","10.50592","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2000","2000","","EUR","Europe","","ARM","Armenia","","WQ5","Q5 (Richest)","","10.5","10.52154","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2000","2000","","AMR","Americas","","COL","Colombia","","WQ1","Q1 (Poorest)","","10.5","10.54666","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1996","1996","","AMR","Americas","","PER","Peru","","WQ3","Q3","","10.6","10.58281","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2007","2007","","EUR","Europe","","UKR","Ukraine","","WQ1","Q1 (Poorest)","","10.6","10.58690","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2012","2012","","AFR","Africa","","GAB","Gabon","","WQ4","Q4","","10.6","10.59731","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1993","1993","","EUR","Europe","","TUR","Turkey","","WQ4","Q4","","10.6","10.60354","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1998","1998","","AFR","Africa","","ZAF","South Africa","","WQ1","Q1 (Poorest)","","10.7","10.65186","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2006","2006","","EMR","Eastern Mediterranean","","PAK","Pakistan","","WQ4","Q4","","10.7","10.70697","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1998","1998","","AFR","Africa","","ZAF","South Africa","","WQ1","Q1 (Poorest)","","10.7","10.70917","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2003","2003","","WPR","Western Pacific","","PHL","Philippines","","WQ4","Q4","","10.8","10.75389","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2011","2011","","AFR","Africa","","CMR","Cameroon","","WQ5","Q5 (Richest)","","10.8","10.80286","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1999","1999","","AFR","Africa","","ZWE","Zimbabwe","","WQ5","Q5 (Richest)","","10.8","10.80564","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1998","1998","","WPR","Western Pacific","","PHL","Philippines","","WQ4","Q4","","10.8","10.81169","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1998","1998","","AFR","Africa","","ZAF","South Africa","","WQ2","Q2","","10.8","10.84324","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2011","2011","","SEAR","South-East Asia","","BGD","Bangladesh","","WQ3","Q3","","11.0","10.95027","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2007","2007","","EUR","Europe","","UKR","Ukraine","","WQ3","Q3","","11.0","10.99503","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2001","2001","","AFR","Africa","","BEN","Benin","","WQ5","Q5 (Richest)","","11.0","11.01337","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1998","1998","","EUR","Europe","","TUR","Turkey","","WQ2","Q2","","11.1","11.10729","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2003","2003","","AFR","Africa","","KEN","Kenya","","WQ5","Q5 (Richest)","","11.2","11.18639","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1997","1997","","EMR","Eastern Mediterranean","","JOR","Jordan","","WQ2","Q2","","11.2","11.19558","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1997","1997","","AMR","Americas","","NIC","Nicaragua","","WQ2","Q2","","11.2","11.19959","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1997","1997","","EMR","Eastern Mediterranean","","JOR","Jordan","","WQ3","Q3","","11.2","11.20678","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","PAK","Pakistan","","WQ3","Q3","","11.2","11.21879","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2001","2001","","AMR","Americas","","NIC","Nicaragua","","WQ2","Q2","","11.2","11.24100","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2011","2011","","AFR","Africa","","MOZ","Mozambique","","WQ5","Q5 (Richest)","","11.3","11.29684","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1999","1999","","SEAR","South-East Asia","","BGD","Bangladesh","","WQ5","Q5 (Richest)","","11.3","11.30218","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1997","1997","","AMR","Americas","","NIC","Nicaragua","","WQ2","Q2","","11.4","11.38534","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2005","2005","","AFR","Africa","","ZWE","Zimbabwe","","WQ5","Q5 (Richest)","","11.4","11.41140","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1998","1998","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","WQ3","Q3","","11.4","11.42951","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1998","1998","","AFR","Africa","","ZAF","South Africa","","WQ2","Q2","","11.4","11.42986","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","IDN","Indonesia","","WQ3","Q3","","11.4","11.44616","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2008","2008","","EUR","Europe","","ALB","Albania","","WQ3","Q3","","11.5","11.46682","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1999","1999","","EUR","Europe","","KAZ","Kazakhstan","","WQ4","Q4","","11.5","11.49206","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2005","2005","","EUR","Europe","","ARM","Armenia","","WQ4","Q4","","11.6","11.58291","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","IDN","Indonesia","","WQ3","Q3","","11.6","11.59720","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2003","2003","","AFR","Africa","","KEN","Kenya","","WQ5","Q5 (Richest)","","11.6","11.60865","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1993","1993","","AFR","Africa","","KEN","Kenya","","WQ5","Q5 (Richest)","","11.6","11.61961","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1995","1995","","EMR","Eastern Mediterranean","","EGY","Egypt","","WQ4","Q4","","11.6","11.62082","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2010","2010","","EUR","Europe","","ARM","Armenia","","WQ2","Q2","","11.7","11.66526","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2007","2007","","EUR","Europe","","UKR","Ukraine","","WQ2","Q2","","11.8","11.76519","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2011","2011","","AFR","Africa","","CMR","Cameroon","","WQ5","Q5 (Richest)","","11.8","11.77029","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2011","2011","","AFR","Africa","","COG","Congo","","WQ5","Q5 (Richest)","","11.8","11.77860","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2005","2005","","AMR","Americas","","HTI","Haiti","","WQ5","Q5 (Richest)","","11.8","11.79531","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1997","1997","","WPR","Western Pacific","","VNM","Viet Nam","","WQ5","Q5 (Richest)","","11.8","11.83497","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2006","2006","","SEAR","South-East Asia","","NPL","Nepal","","WQ5","Q5 (Richest)","","11.9","11.87789","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2009","2009","","AMR","Americas","","GUY","Guyana","","WQ2","Q2","","11.9","11.90354","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2011","2011","","AFR","Africa","","UGA","Uganda","","WQ5","Q5 (Richest)","","12.0","11.95232","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2007","2007","","EUR","Europe","","UKR","Ukraine","","WQ3","Q3","","12.0","11.98848","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2010","2010","","AFR","Africa","","TZA","United Republic of Tanzania","","WQ5","Q5 (Richest)","","12.0","12.00996","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2012","2012","","AFR","Africa","","GAB","Gabon","","WQ4","Q4","","12.1","12.10883","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2011","2011","","AFR","Africa","","MOZ","Mozambique","","WQ5","Q5 (Richest)","","12.1","12.11093","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2005","2005","","EUR","Europe","","ARM","Armenia","","WQ3","Q3","","12.1","12.13989","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1997","1997","","EMR","Eastern Mediterranean","","JOR","Jordan","","WQ4","Q4","","12.1","12.14460","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2003","2003","","AFR","Africa","","GHA","Ghana","","WQ5","Q5 (Richest)","","12.2","12.18265","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2003","2003","","WPR","Western Pacific","","PHL","Philippines","","WQ4","Q4","","12.2","12.24905","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2007","2007","","EUR","Europe","","UKR","Ukraine","","WQ2","Q2","","12.3","12.25204","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1998","1998","","AFR","Africa","","KEN","Kenya","","WQ5","Q5 (Richest)","","12.3","12.30406","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1999","1999","","SEAR","South-East Asia","","BGD","Bangladesh","","WQ5","Q5 (Richest)","","12.3","12.32122","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2009","2009","","AMR","Americas","","PER","Peru","","WQ2","Q2","","12.4","12.36939","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2005","2005","","SEAR","South-East Asia","","IND","India","","WQ4","Q4","","12.4","12.38653","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2001","2001","","AFR","Africa","","BEN","Benin","","WQ5","Q5 (Richest)","","12.5","12.51631","","",""
